IOF ID;First Name;Last Name;Country;WRS Position;WRS points;WRS events;Avg point
22020;Rosa Raquel;Martin Garcia;ESP;574;1491;2;745.5
23924;Kuan Yu;Lin;TPE;574;1491;4;372.8
32106;Heini;Rintanen;FIN;576;1487;2;743.5
19732;Minna;Saarinen;FIN;577;1482;2;741.0
26351;Vanessa;Fricker;SUI;577;1482;2;741.0
33074;Lucie;Arno;BEL;579;1479;3;493.0
28094;Suzu;Masuzawa;JPN;580;1476;2;738.0
1357;Grace;Crane;AUS;581;1475;2;737.5
26748;Lotte Jauhojarvi;Markussen;DEN;581;1475;2;737.5
23549;Georgia;Skelton;NZL;583;1470;2;735.0
28973;Kristyna;Hlubuckova;CZE;583;1470;2;735.0
1233;Anna;Dowling;AUS;585;1458;2;729.0
3436;Marina;Iskhakova;AUS;586;1456;2;728.0
33112;Jitka;Jerabkova;CZE;587;1454;3;484.7
1059;Anya;Crocker;GBR;588;1450;2;725.0
28810;Aniko;FozoKertesz;AUS;588;1450;2;725.0
2426;Hinako;Inage;JPN;590;1447;2;723.5
25453;Olga;Stanojevic;SRB;590;1447;2;723.5
3466;Vivian;Lindholm;FIN;592;1444;2;722.0
968;Ying Yau;Chu;HKG;593;1442;3;480.7
28763;Marina;Comeskey;NZL;594;1438;3;479.3
28528;Mariya;Dermendzhieva;BUL;595;1435;2;717.5
28386;Signe;Sirma;LAT;596;1432;2;716.0
1221;Dragana;Dokmanovic;SRB;597;1429;3;476.3
24655;Filippa;Johansson;SWE;597;1429;2;714.5
28527;Borislava;Mitkova;BUL;597;1429;2;714.5
32259;Jessica;Sewell;NZL;600;1428;2;714.0
3614;Ingvild;Maalen Johansen;NOR;601;1412;2;706.0
1215;Martina;Zverinova;CZE;602;1407;2;703.5
6385;Rachel;West;AUS;603;1403;2;701.5
22119;Ana;Camarasa;ESP;604;1397;2;698.5
1430;Kathryn;Preston;AUS;605;1396;2;698.0
6075;Kristina;Krajcikova;SVK;605;1396;2;698.0
3626;Jennifer;MacKeigan;CAN;607;1393;3;464.3
1307;Anne;Edwards;GBR;608;1383;2;691.5
3921;Veronica;Minoiu;ROU;608;1383;2;691.5
34555;India;James;NZL;610;1382;2;691.0
4340;Jessica;Orler;ITA;611;1380;2;690.0
28136;Feia;Tsyvilska;UKR;612;1379;2;689.5
21706;Helena;Lima;POR;613;1376;2;688.0
3340;Harriet;Lawson;GBR;614;1370;2;685.0
28073;Ems;De Smul;BEL;615;1369;2;684.5
25413;Zeynep;Ocak;TUR;616;1355;2;677.5
24263;Kristel;Koivo;EST;617;1354;2;677.0
21976;Bronte;Gannon;AUS;618;1349;2;674.5
1291;Nina;Doellgast;GER;619;1346;2;673.0
915;Veronika;Chernik;BLR;620;1341;2;670.5
642;Evalin;Brautigam;USA;621;1321;2;660.5
19880;Alice;Tilley;NZL;622;1315;2;657.5
27167;Ellie;Bales;GBR;623;1312;2;656.0
3360;Vivian;Lee;HKG;624;1306;3;435.3
645;Kitty;Bray;GBR;625;1304;2;652.0
23386;Ella;Johnson;AUS;626;1302;2;651.0
21491;Emily;Raudkepp;EST;627;1301;2;650.5
27152;Hannah;Hateley;GBR;627;1301;2;650.5
23391;Minna;Truhponen;FIN;629;1300;2;650.0
25929;Brigitte;Bordelon;USA;630;1299;2;649.5
24106;Aurora;Fossoy;NOR;631;1290;2;645.0
24670;Justyna;Kostrzewska;POL;632;1286;2;643.0
23680;Kirsten;Chambers;RSA;633;1278;2;639.0
25477;Maisa;Szczypior;BRA;634;1277;2;638.5
31905;Chloe;Cracknell;GBR;635;1273;5;254.6
5466;Henriette;Nygaard;DEN;636;1269;2;634.5
21156;Annika;Carlberg;SWE;637;1268;2;634.0
25390;Franciely;De Siqueira Chiles;BRA;638;1262;2;631.0
27567;Clodagh;Moran;IRL;639;1259;3;419.7
33368;Ingrid;Kurz;SUI;640;1253;2;626.5
988;Meri;Chkripeska;MKD;641;1250;2;625.0
35119;Hai Shan;Liang;CHN;642;1241;2;620.5
2061;Helen;Hanstock;GBR;643;1223;4;305.8
19249;Jara;Gracia Zafra;ESP;644;1212;2;606.0
24232;Evangelina;Dyaksova;BUL;645;1207;2;603.5
3453;Anne Johanne;Lind;NOR;646;1204;2;602.0
5887;Laura;Teutsch;CAN;647;1193;2;596.5
32153;Rebecca;Dal Bon;GBR;648;1191;3;397.0
19003;Laura;Vigni;ITA;649;1185;3;395.0
24818;Janika;Puikkonen;FIN;650;1183;2;591.5
33870;Elena;Bernardi;ITA;651;1174;3;391.3
5316;Natallia;Shakhmetava;BLR;652;1148;2;574.0
26552;Sabine;Wareyka;AUT;653;1147;2;573.5
28509;Timea;Virag;ROU;654;1146;2;573.0
25317;Yurina;Takahashi;JPN;655;1142;2;571.0
4131;Anastasiya;Glukhikh;RUS;656;1138;1;1138.0
21756;Louise;Adams;GBR;657;1137;2;568.5
2498;Pam;James;CAN;658;1133;2;566.5
20241;Wakana;Miyamoto;JPN;659;1130;2;565.0
28849;Aleisha;Neary;NZL;659;1130;2;565.0
28276;Alice;Selem;ITA;661;1121;2;560.5
28190;Maija;Raasakka;FIN;662;1107;2;553.5
21891;Kathryn;Barr;GBR;663;1098;2;549.0
28520;Hei tung;Leung;HKG;664;1091;2;545.5
22036;Kerria;Rowan;GBR;665;1082;2;541.0
22614;Sara;Sjokvist;SWE;665;1082;1;1082.0
35115;Yuqing;Liang;CHN;665;1082;2;541.0
23271;Nicole;Whitmore;CAN;668;1081;2;540.5
1347;Lena;Eliasson;SWE;669;1080;1;1080.0
5653;Kirsten;Strain;GBR;670;1079;2;539.5
19000;Cristina;Bellotti;ITA;671;1073;2;536.5
26027;Silke;Van Rooy;BEL;672;1072;2;536.0
25559;Sayaka;Onozawa;JPN;673;1070;2;535.0
24629;Ramilya;Shagieva;RUS;674;1062;1;1062.0
805;Oznur;Caglar;TUR;675;1056;2;528.0
19336;Camilla;Oehman;SWE;676;1055;2;527.5
2570;Marttiina;Joensuu;FIN;677;1053;1;1053.0
27865;Pascaline;Colas;FRA;678;1052;2;526.0
3530;Essi;Lotvonen;FIN;679;1050;2;525.0
2001;Henna Riikka;Haikonen;FIN;680;1049;4;262.3
25649;Hui;He;CHN;681;1047;2;523.5
27607;Jura;MacMillan;GBR;682;1045;2;522.5
847;Jenny;Casanova;AUS;683;1044;2;522.0
25230;Kseniia;Penzina;RUS;684;1040;1;1040.0
4873;Katherine;Reynolds;NZL;685;1038;1;1038.0
26494;Elisa;Franchi;ITA;686;1037;3;345.7
25898;Jess;Rogers;AUS;687;1036;3;345.3
1294;Lorna;Eades;GBR;688;1035;3;345.0
1288;Marianne;Daehli;NOR;689;1033;3;344.3
36836;Stina;Nordin;SWE;690;1021;1;1021.0
18770;Anna;Wallin;SWE;691;1019;1;1019.0
5265;Martina;Seiterle;SUI;692;1018;1;1018.0
28263;Pauline;Bellingmo;NOR;692;1018;2;509.0
4516;Ona;Rafols Perramon;ESP;694;1009;1;1009.0
